"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Type","Integrated Desktop Category","Product Marketed as a Workstation","Installed NPU","Motherboard Form Factor","Product DIMM Count","Operating System Name","Processor Brand","Processor Name","Physical CPU Cores (count)","CPU Packages (count)","CPU Base Clock Speed (GHz) ","CPU Maximum Clock Speed (GHz) ","System Memory (GB)","Multi-Channel Memory Support","Capable of Switchable Graphics","Switchable Graphics Enabled by Default in AC Mode ","Discrete Graphics Frame Buffer Bandwidth (GB/s) ","Discrete Graphics Frame Buffer Data Width (bits) ","Fast Ethernet Ports (count)","Gigabit Ethernet Ports (count) ","10 Gigabit Ethernet Ports (count)","Energy Efficient Ethernet (EEE) ","Number of Installed Storage Drives ","Number of Integrated Displays (count) ","Integrated Display Resolution (megapixels) ","Integrated Display Viewable Screen Area (sq in) ","Enhanced Performance Display Present ","Integrated Display Diagonal Screen Size (in)","Internal Power Supply Efficiency at 10% Load","Internal Power Supply Efficiency at 20% Load","Internal Power Supply Efficiency at 50% Load","Internal Power Supply Efficiency at 100% Load","Category I1/1 Internal Power Supply Efficiency at 50% Load","Category I1/1 Internal Power Supply Efficiency at 100% Load","External Power Supply Rated Power (W)","Internal Power Supply Rated Power (W)","MUX Device","Storage Technology","Total Battery Capacity (watt-hours)","Default Low-power Mode","Long Idle Power Used for Sleep Mode","Off Mode (watts)","Sleep Mode (watts)","Long Idle (watts)","Short Idle (watts)","Additional Measured Power in Short Idle at 115V (W) ","Base TEC Allowance (kWh)","Functional Adder Allowances (kWh)","TEC of Model (kWh)","Maximum TEC Requirements (Etec max) (kWh) ","Ethernet Capability","Touch Screen","Sleep Mode Default Time Upon Shipment (min.)","Display Sleep Mode Default Time Upon Shipment (min.)","WOL (Wake on LAN) From Sleep","Will the Speed of Any Active 1 GB/s or Higher Ethernet Network Links be Reduced to Less Than 1 GB/s When Transitioning to Sleep or Off Mode?","Date Available On Market","Date Certified","Markets","CB Model Identifier"
"4012746","Lenovo Group Limited","Lenovo","IdeaPad Slim 3 16ABR8","IdeaPad Slim 3 16ABR8","IdeaPad 16s ABR8,IdeaPad 16s ABR8; IdeaPad Slim 3 16ABR8 1,IdeaPad Slim 3 16ABR8 1",,"Notebook",,"No","No",,,"Windows 11 Pro","AMD","Ryzen 7 7730U","8","1","2","2","16",,"No","No",,,,,,"No","1","1","2.3","115.07",,"16",,,,,,,"65",,"No","SDD","47","Sleep Mode",,"0.3","0.5","0.5","3.9","4.6","8","8.9","10.3","16.8","No","No","5","5",,,"02/10/2023","04/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_IdeaPad Slim 3 16ABR8_04112025143514_6696832"
"4012745","Lenovo Group Limited","Lenovo","IdeaPad Slim 3 15ABR8","IdeaPad Slim 3 15ABR8","IdeaPad 15s ABR8,IdeaPad 15s ABR8; IdeaPad Slim 3 15ABR8 1,IdeaPad Slim 3 15ABR8 1",,"Notebook",,"No","No",,,"Windows 11 Pro","AMD","Ryzen 7 7730U","8","1","2","2","16",,"No","No",,,,,,"No","1","1","2.07","104.28",,"15.6",,,,,,,"65",,"No","SDD","47","Sleep Mode",,"0.3","0.5","0.5","3.7","4.4","8","8.3","9.8","16.1","No","No","5","5",,,"01/16/2023","04/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_IdeaPad Slim 3 15ABR8_04112025143138_8365654"
"4012744","Lenovo Group Limited","Lenovo","ThinkPad X1 2-in-1 Gen 10","21NU","21NV; 21Q0; 21Q1",,"Notebook",,"No","No",,,"Linux, Windows 11 Pro","Intel","Core Ultra 7 268V","8","1","2.2","2.2","32",,,,,,,,,"No","1","1","5.18","88.25",,"14",,,,,,,"65",,"No","SDD","57","Sleep Mode",,"0.2","0.6","0.6","4.6","5.4","8","13.2","11.7","21","No","Yes","5","3",,,"11/05/2024","04/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_21NU_04112025142553_4643019"
"4012743","Dell Inc.","DELL","P30T","Chromebook 3120 2-in-1",,,"Notebook",,"No","No",,,"Chrome OS","Intel","N100","4","1","0.8","3.4","8",,,,,,"0","0","0","No","1","1","1.05","57.48","No","11.6",,,,,,,"65",,"No","SDD","42","Connected Sleep","No","0.2","0.4","0.4","3.3","3.8","8","5","8.3","12.8","No","Yes","9","8",,,"03/25/2024","04/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_29573_Chromebook 3120 2-in-1_04112025134541_6351091"
"4012742","Dell Inc.","DELL","P29T","Chromebook 3120",,,"Notebook",,"No","No",,,"Chrome OS","Intel","N100","4","1","0.8","3.4","8",,,,,,"0","0","0","No","1","1","1.05","57.48","No","11.6",,,,,,,"65",,"No","SDD","42","Connected Sleep","No","0.3","0.4","0.4","3.5","3.9","8","5","8.9","12.8","No","Yes","9","8",,,"03/25/2024","04/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_29573_Chromebook 3120_04112025134239_5681182"
"4012741","Dell Inc.","DELL","P33T","Latitude 3140 2-in-1",,,"Notebook",,"No","No",,,"Windows 11","Intel","N200","4","1","1","3.7","8",,,,,,"0","0","0","No","1","1","1.05","57.48","No","11.6",,,,,,,"65",,"No","SDD","53","Connected Sleep","No","0.3","0.4","0.4","3.5","4.2","8","5","9","12.8","No","Yes","10","10",,,"12/13/2022","04/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_29573_Latitude 3140 2-in-1_04112025134148_1484738"
"4012723","Ace Technology Partners, LLC","Ace Computers","Vision","VS-AOH1TA",,,"Integrated Desktop","Category 2",,"No","Mini-ITX","2","Windows 11","Intel","Core i5","14","1","3","5","64","No","No",,,,"0","1",,"Yes","1","1","2.07","242.04",,"23.8",,,,,,,"120",,"No","SSD",,"Sleep Mode","No","0","1.3","5","20.8",,"19","48.8","64.5","67.7","Yes","No","10","3","Shipped Enabled Under All Conditions","Yes","02/01/2025","04/10/2025","United States","ES_1080606_VS-AOH1TA_04102025153055_2110200"
"4012721","Microsoft Corporation","Microsoft","Surface Laptop 6","2035",,"196388269204;196388269211;196388269228;196388269440;196388269457;196388269464;196388269686;196388269693;196388269709;196388269921;196388269938;196388269945;196388270163;196388270170;196388270187;196388270408;196388270415;196388270422;196388270644;196388270651;196388270668;196388270880;196388270897;196388270903;196388275007;196388275014;196388275021;196388275250;196388275489;196388275496;196388275502;196388275519;196388275526;196388275748;196388275755;196388275762;196388275984;196388275991;196388276004;196388276226;196388276233;196388276240;196388276462;196388276479;196388276486;196388276707;196388276714;196388276721;196388287468;196388287475;196388287482;196388287710;196388287727;196388287734;196388287741;196388294831;196388294848;196388294855;196388294862;196388294879;196388294886;196388294893;196388294909;196388294916;196388294923;196388294930;196388299249;196388299256;196388299263;196388299485;196388299492;196388299508;196388299744;196388299751;196388299768;196388299966;196388299973;196388299980;196388300204;196388300211;196388300228;196388300440;196388300457;196388300464;196388300686;196388300693;196388300709;196388300921;196388300938;196388300945;196388301164;196388301171;196388301188;196388301409;196388301416;196388301423;196388301645;196388301652;196388301669;196388301881;196388301898;196388301904;196388302123;196388302130;196388302147;196388302369;196388302376;196388302383;196388311316;196388311323;196388311873;196388312191;196388312238;196388312276;196388312313;196388312351;196388312429;196388312436;196388312474;196388312559;196388312870;196388312917;196388312955;196388312993;196388313037;196388313075;196388313112;196388313150;196388314188;196388314195;196388314201;196388315925;196388316076;196388316083;196388316090;196388316281;196388316298;196388316304;196388316502;196388316519;196388316526;196388316717;196388316724;196388316731;196388316922;196388316939;196388316946;196388317134;196388317141;196388317158;196388317349;196388317356;196388317363;196388317554;196388317561;196388317578;196388317769;196388317776;196388317783;196388319879;196388319961;196388319978;196388319985;196388320172;196388320189;196388320196;196388320387;196388320394;196388320400;196388320592;196388320608;196388320615;196388320806;196388320813;196388320820;196388321018;196388321025;196388321032;196388321223;196388321230;196388321247;196388321438;196388321445;196388321452;196388325474;196388330133;196388330140;196388388141;196388388158;196388388165;196388388172;196388388189;196388388196;196388388202;196388388219;196388388226;196388388233;196388388240;196388388257;196388388264;196388388271;196388388288;196388388295;196388432615;196388432622;196388432639;196388432851;196388432868;196388432875;196388554539;196388554546;196388554553;196388554560;196388554577;196388554584;196388554591;196388554607;196388554706;196388554713;196388554720;196388554737;196388554881;196388554898;196388554904;196388554911;196388554928;196388554935;196388554942;196388554980;196388554997;196388555000;196388555017;196388555024;196388555031;196388555048;196388555055;196388555062;196388555079;196388555086;196388555154;196388555161;196388555178;196388555185;196388555192;196388555208;196388555215;196388555222;196388555239;196388555246;196388555505;196388555512;196388555529;196388555536;196388555543;196388555550;196388555567;196388555574;196388555581;196388555598;196388555604;196388555611;196388555628;196388555635;196388555642;196388555659;196388555666;196388555673;196388555680;196388555697;196388555703;196388555710;196388555727;196388555772;196388555796;196388555802;196388555819;196388555826;196388555833;196388555840;196388555857;196388555864;196388555871;196388555888;196388555895;196388555901;196388555918;196388555925;196388555932;196388555949;196388555956","Notebook",,"No","Yes",,,"Windows 11","Intel","Core Ultra 7","16","1","3.8","3.8","64",,,,,,,,,"No","1","1","4.15","103.92","No","15",,,,,,,"65",,"No","SSD","45.8","ALPM","Yes","0.2","0.5","0.5","3.9","4.2","8","16.9","10.1","24.7","No","Yes","5","5",,,"03/22/2024","04/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_21335_2035_041120250925533_2204512"
"4012712","ASUSTeK Computer Inc.","ASUS","NUC15JNK","NUC15JNK",,,"Desktop",,,"Yes",,"2","Windows 11 Pro","Intel","Core Ultra 9","24","1","2.7","5.4","32",,"No",,"896","256","1","0",,"Yes","1",,,,,,,,,,,,"330",,"Yes","SSD",,"Modern Standby","Yes","1.1","6.4","6.4","23.5",,"41","59.1","93.7","99.6","Yes","No","5","5",,,"03/31/2025","04/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_NUC15JNK_041120250607502_8686611"
"4012711","Lenovo Group Limited","Lenovo","ThinkCentre neo 50q QC","13CA","ThinkCentre neo 50q QC,13C8; ThinkCentre neo 50q QC,13C9; ThinkCentre neo 50q QC,13CB,All models are identical except for input rating and model number for marketing purpose.",,"Desktop",,,"No","Standard-ATX","0","Windows 11 Pro","Qualcomm"," Snapdragon X Plus - X1P42100","8","1","3.4","3.4","16","No",,,,,,"1",,"Yes","1",,,,,,,,,,,,"90",,"No","SSD",,"Alternative Low Power Mode (ALPM)","Yes","0.7","1.4","1.4","2.7",,"40","2.8","14.7","43.3","Yes","No","10","10","Shipped Enabled When Operating on Ac Power Only","Yes","02/15/2025","04/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_ 13CA_040920250238399_3580309"
"4012710","ASUSTeK Computer Inc.","ASUS","UM3406K","UM3406K","UM3406K,BM3406K; UM3406K,BM3406Z; UM3406K,RM3406K; UM3406K,RM3406Z; UM3406K,UM3406Z","197105780767;197105789357;197105813335;197105840591","Notebook",,"No","Yes",,,"Windows 11 Pro","AMD","Ryzen AI 7","8","1","2","5","32",,,,,,,,"0","No","1","1","2.3","88.25","Yes","14",,,,,,,"65",,"No","SDD","75","Modern Standby","Yes","0.3","0.6","0.6","5.2","6.2","8","12.4","12.7","20.2","No","Yes","5","5",,,"05/07/2025","04/11/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_UM3406K_041120250239264_1922644"
"4012668","Lenovo Group Limited","Lenovo","ThinkCentre M70a Gen 6","13AY","ThinkCentre M70a Gen 6,13B0",,"Integrated Desktop","Category 1",,"No",,"2","Windows 11","Intel","Ultra 7 265T","20","1","1.5","5.3","64","No",,,,,"0","1","0","Yes","1","1","2.07","242.18","No","23.8",,,,,,,"90",,"No","SSD",,"Modern Standby","Yes","0.4","3.3","3.3","17.8",,"9","55","63.3","64","Yes","Yes","10","10","Shipped Enabled Under All Conditions","Yes","02/06/2025","04/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_13AY_04022025141403_4629632"
"4012665","Lenovo Group Limited","Lenovo","IdeaCentre Mini 01Q8X10","91B6","IdeaCentre Mini 01Q8X10,91B8,All models are identical to each other except for model numbers.",,"Desktop",,,"No","Standard-ATX","0","Windows 11 Pro","Qualcomm","Snapdragon X Plus - X1P64100","10","1","3.4","3.4","16","No",,,,,,,,"Yes","1",,,,,,"0.87","0.91",,,"0.92","0.91",,"150","No","SSD",,"Alternative Low Power Mode (ALPM)","Yes","0.8","0.8","1.7","3.3",,"41","2.8","17.9","43.3","Yes","No","10","10","Shipped Enabled When Operating on Ac Power Only","Yes","02/15/2025","04/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_91B6_040920250313870_6667397"
"4012655","Microsoft Corporation","Microsoft","Windows 365 Link","2104",,"196388438129;196388517121;196388517206;196388517213;196388517268;196388517282","Desktop",,,"Yes",,"1","Windows 11, Windows CPC","Intel","N250","4","1","1.3","1.3","8",,,,,,,,,"Yes","1",,,,,,,,,,,,"65",,"No","SSD",,"ALPM","Yes","0.1","0.9","0.9","3.6",,"41","1.2","14.1","41.7","Yes","No","5","5",,,"11/19/2024","04/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_21335_2104_041020250750591_8250067"
"4012652","Microsoft Corporation","Microsoft","Surface Laptop 6","2033",,"196388266166;196388266173;196388266180;196388268146;196388268153;196388268160;196388268726;196388268733;196388268740;196388268962;196388268979;196388268986;196388271153;196388271160;196388271177;196388271399;196388271405;196388271412;196388271634;196388271641;196388271658;196388272358;196388272365;196388272372;196388272594;196388272600;196388272617;196388272839;196388272846;196388272853;196388273072;196388273089;196388273096;196388273317;196388273324;196388273331;196388273553;196388273560;196388273577;196388273799;196388273805;196388273812;196388274031;196388274048;196388274055;196388274277;196388274284;196388274291;196388274512;196388274529;196388274536;196388286966;196388286973;196388286980;196388287215;196388287222;196388287239;196388295166;196388295173;196388295180;196388295883;196388295890;196388295906;196388296125;196388296132;196388296149;196388296361;196388296378;196388296385;196388296606;196388296613;196388296620;196388296842;196388296859;196388296866;196388297085;196388297092;196388297108;196388297320;196388297337;196388297344;196388297566;196388297573;196388297580;196388297801;196388297818;196388297825;196388298044;196388298051;196388298068;196388298280;196388298297;196388298303;196388298525;196388298532;196388298549;196388298761;196388298778;196388298785;196388299003;196388299010;196388299027;196388309795;196388309832;196388310753;196388310760;196388310777;196388311200;196388311217;196388311224;196388311231;196388311248;196388311255;196388311262;196388311279;196388311286;196388311293;196388311309;196388311330;196388311347;196388311354;196388311361;196388311378;196388311385;196388311910;196388311958;196388311996;196388312030;196388312078;196388312115;196388312153;196388312511;196388312597;196388312634;196388312672;196388312719;196388312757;196388312795;196388312832;196388314393;196388314409;196388314416;196388314607;196388314614;196388314621;196388314812;196388314829;196388314836;196388315024;196388315031;196388315048;196388315239;196388315246;196388315253;196388315444;196388315451;196388315468;196388315659;196388315666;196388315673;196388315932;196388315949;196388315956;196388315963;196388315970;196388315987;196388315994;196388316007;196388317974;196388317981;196388317998;196388318186;196388318193;196388318209;196388318391;196388318407;196388318414;196388318605;196388318612;196388318629;196388318810;196388318827;196388318834;196388319022;196388319039;196388319046;196388319237;196388319244;196388319251;196388319442;196388319459;196388319466;196388319657;196388319664;196388319671;196388319862;196388319886;196388319893;196388319909;196388319916;196388319923;196388319930;196388319947;196388319954;196388325238;196388325351;196388329977;196388329984;196388329991;196388330003;196388330010;196388330027;196388330034;196388330041;196388330058;196388330065;196388330072;196388330089;196388330096;196388330102;196388330119;196388330126;196388330157;196388338177;196388338184;196388338207;196388339303;196388339310;196388339327;196388339556;196388339563;196388339570;196388339785;196388339822;196388339846;196388339853;196388339860;196388340095;196388340101;196388340118;196388340323;196388340330;196388340347;196388340576;196388340583;196388340590;196388340811;196388340828;196388340835;196388341054;196388341061;196388341078;196388341238;196388341245;196388341252;196388341269;196388341276;196388341498;196388341504;196388341511;196388341672;196388341726;196388341733;196388341771;196388341818;196388341825;196388341832;196388341962;196388341979;196388342471;196388343591;196388345656;196388345663;196388345670;196388345687;196388432165;196388432172;196388432189;196388432400;196388432417;196388432424;196388554225;196388554232;196388554249;196388554256;196388554263;196388554270;196388554287;196388554294;196388554300;196388554317;196388554324;196388554331;196388554348;196388554355;196388554362;196388554379;196388554386;196388554393;196388554409;196388554416;196388554423;196388554430;196388554447;196388554454;196388554461;196388554478;196388554","Notebook",,"No","Yes",,,"Windows 11","Intel","Core Ultra 7","16","1","3.8","3.8","64",,,,,,,,,"No","1","1","3.39","84.09","No","13.5",,,,,,,"39",,"No","SSD","45.8","ALPM","Yes","0.2","0.5","0.5","3.3","3.9","8","15.2","8.9","23","No","Yes","5","5",,,"03/22/2024","04/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_21335_2033_041020250711468_8949935"
"4012651","Lenovo Group Limited","Lenovo","ThinkBook 16p G6 IAX","ThinkBook 16p G6 IAX","ThinkBook 16p G6 IAX D1,ThinkBook 16p G6 IAX D1,All models are identical except for the model name and number, which are used for marketing purposes.",,"Notebook",,"No","Yes",,,"Windows 11 Pro","Intel","Intel Core Ultra 9 275HX","25","1","2.7","5.4","64",,"Yes","Yes","384","128",,,,"No","2","1","6.4","115.07","No","16",,,,,,,"300",,"Yes","SSD","80","Alternative Low Power Mode (ALPM)","Yes","0.2","0.8","0.8","7.1","8","8","23.4","17.8","31.2","No","No","5","5",,"No","05/08/2025","04/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_ThinkBook 16p G6 IAX_040720250309233_4936351"
"4012641","Acer Incorporated","Acer","N24H4***","A15-41M","N24H4***,A15-61M,(* can be 0-9, a-z, A-Z, ""("","")"", ""-"", ""/"", """", ""_"" or blank for the marketing purpose); N24H4***,AL15-33P,(* can be 0-9, a-z, A-Z, ""("","")"", ""-"", ""/"", """", ""_"" or blank for the marketing purpose); N24H4***,AL15-36P,(* can be 0-9, a-z, A-Z, ""("","")"", ""-"", ""/"", """", ""_"" or blank for the marketing purpose); N24H4***,AL15-61P,(* can be 0-9, a-z, A-Z, ""("","")"", ""-"", ""/"", """", ""_"" or blank for the marketing purpose); N24H4***,GW15-33P,(* can be 0-9, a-z, A-Z, ""("","")"", ""-"", ""/"", """", ""_"" or blank for the marketing purpose)","195133191074;195133203968;195133206518;195133235075;195133239158;195133239165;195133239172;195133250016;195133303293;195133303309;195133305068;195133305075;195133305198;195133306034;195133318235;195133326445;195133344401;195133344418;195133344425;195133344906","Notebook",,"No","No",,,"Windows 11 Pro","Intel","lntel� Pentium� Silver N6000","4","1","0.8","0.8","8",,,,,,,,,"No","1","1","2.07","104.16","No","15.6",,,,,,,"51",,"No","M.2 SSD","46","Sleep Mode","No","0.2","0.6","2.2","4.4","5.2","8","7.3","13.2","15.1","No","No","30","10",,,"03/07/2025","04/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_20101_A15-41M_032620250751402_3098085"
"4012640","HP Inc.","HP","HP 255R G10 ENERGY STAR","255R G10","HP 15.6 inch Laptop PC ENERGY STAR,15-fc; HP 15.6 inch Laptop PC ENERGY STAR,15z-fc; HP 15.6 "" Laptop PC ENERGY STAR,15-fc; HP 15.6 "" Laptop PC ENERGY STAR,15z-fc; HP 255 15.6 "" G10 Notebook PC ENERGY STAR,255 G10; HP 255 15.6 inch G10 Notebook PC ENERGY STAR,255 G10; HP 255 G10 ENERGY STAR,255 G10; HP 255R 15.6 "" G10 Notebook PC ENERGY STAR,255R G10; HP 255R 15.6 inch G10 Notebook PC ENERGY STSAR,255R G10; HP Laptop ENERGY STAR,15-fc; HP Laptop ENERGY STAR,15z-fc; HP OmniBook 3 15.6 inch Laptop Next Gen AI PC ENERGY STAR,15-fn; HP OmniBook 3 15.6 inch Laptop Next Gen AI PC ENERGY STAR,15-fp; HP OmniBook 3 15.6 inch Laptop Next Gen AI PC ENERGY STAR,15z-fn; HP OmniBook 3 LaptopNGAI ENERGY STAR,15-fn; HP OmniBook 3 LaptopNGAI ENERGY STAR,15-fp; HP OmniBook 3 LaptopNGAI ENERGY STAR,15z-fn","197029075390;197029075406;197029075413;197029075420;197029075437;197029075444;197029075451;197029077059;197029077066;197029077073;197029077080;197029077097;197029077103;197029077110;197029666017;197029666024;197029666031;197029666048;198701383321;198701383338;198701383345;198828976314;198828976321;198828976345;198828976376;198990647982;198990647999","Notebook",,"No","Yes",,,"Windows 11","AMD","AMD Ryzen 7 7735U","8","1","2.7","4.8","16",,,,,,,,,"No","1","1","2.07","103.25","No","15.6",,,,,,,,,"No","SSD","41","Modern Standby Mode","Yes","0.4","0.8","0.8","6","6.7","8","8.2","15.8","16","No","No","5","5",,,"04/25/2025","04/10/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_255R G10_033020251530471_1018491"
"4009126","HP Inc.","HP","HP EliteBook X G1a 14 inch Notebook Next Gen AI PC (ENERGY STAR)","HSTNS-I001","HP ZBook Ultra G1a 14 inch Mobile Workstation PC (ENERGY STAR)","198415208477;198415208484;198415208491;198415208507;198415208514;198415208521;198415208538;198415208545;198415208552;198415208569;198415208576;198415208583;198415208606;198415208613;198415208620;198415208644;198415208651;198415208668;198701868125;198701868132;198701868149;198701868163;198701868170;198701868194;198701868200;198701868217;198701868224;198701868231;198701868248;198701868262;198701868279;198701868286;198990050294","Notebook",,"No","Yes",,,"Windows 11","AMD","Ryzen AI MAX+ PRO 395","16","1","2.9","5.1","128",,,,,,"0","0","0","No","1","1","2.3","88.09","No","14",,,,,,,"140",,"No","SDD","71","Connected Sleep","No","0.4","1","1","12.1","12.4","8","21.2","27.6","29","No","No","10","10",,,"12/20/2024","04/08/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSTNS-I001_04082025135008_4925381"
"4009051","Framework Computer Inc","Framework","FRAPPA0000","FRAPPA0000",,"810063737474;810063737481","Notebook",,"No","Yes",,,"Windows 11","Intel","Core i5","10","1","1.3","4.6","16",,,,,,"0","0","0","No","1","1","2.3","66.89","No","12.2",,,,,,,"60",,"No","SDD","50.9","Connected Sleep","No","0.3","0.8","0.8","4.6","5","8","7.6","13.2","15.4","No","Yes","5","5",,,"04/30/2025","04/07/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1146430_FRAPPA0000_04072025152253_6223756"
"4009050","HP Inc.","HP","HP 250R 15.6 inch G9 Notebook PC Energy Star","250R G9","250RT 15.6 inch G9, 250RT G9; HP 250RT 15.6 inch G9 Notebook PC Energy Star,256R 15.6 inch G9, 256R G9; HP 256R 15.6 inch G9 Notebook PC Energy Star,250R 15.6 inch G9","197961122749;197961122756;197961122763;197961122787;197961122794;197961122800;197961122817;197961923216;197961923223;197961923230;197961923247;197961954357;197961954364;197961954371;197961958157;197961958225;197961958232;197961958249;198701404583;198701404590;198701404620;198701404651;198828107022;198828107039;198828107046;198828107053;198828107060;198828107077;198828107084;198828107091;198828107107;198828107114;198828107121;198828107145;198828107152;198828563798;198828563804;198828563811;198828563842;198828563859","Notebook",,"No","No",,,"Windows 11","Intel","Core 7 150U","10","1","1.8","5.4","32",,,,,,"0","1","0","Yes","1","1","2.07","103.99","No","15.6",,,,,,,"65",,"No","SDD","41","Connected Sleep","No","0.3","1","1","4.9","6.9","8","10.2","15.2","18","Yes","No","5","5",,"Yes","04/19/2024","04/07/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_250R G9_04072025151734_8632945"
"4009049","HP Inc.","HP","HP Pro x360 Fortis 11 inch G11 Notebook PC (ENERGY STAR)","HSN-I57C","HP Fortis Flip G1i 11 inch Notebook PC (ENERGY STAR)","196786019364;196786019388;196786019401;196786019425;196786019432;196786019456;196786019463;196786019494;196786019517;196786019524;196786019555;196786019579;196786019609;197029093677;197029093684;197029093714;197029093752;198415544247;198415544254;198415544261;198415544278;198415544285;198415544292;198415544308;198415544315;198415544322;198415544339;198415544346;198415544353;198415544360;198415544377;198415544384","Notebook",,"No","No",,,"Windows 11","Intel","N200","4","1","1","3.7","16",,,,,,"0","1","0","Yes","1","1","1.05","57.48","No","11.6",,,,,,,"65",,"No","SDD","42.8","Connected Sleep","No","0.3","0.5","0.5","3.9","4.4","8","5.4","10.4","13.2","Yes","No","10","10",,"Yes","01/23/2023","04/07/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSN-I57C_04072025151134_4127897"
"4009048","Lenovo Group Limited","Lenovo","ThinkPad X1 2-in-1 Gen 9","21KE","21KF",,"Notebook",,"No","No",,,"Linux, Windows 11 Pro","Intel","Core Ultra 7 165U","12","1","1.7","1.7","64",,,,,,,,,"No","1","1","5.18","88.25",,"14.01",,,,,,,"65",,"No","SDD","55.8","Sleep Mode",,"0.1","0.7","0.7","6","6.6","8","17","14.9","24.8","No","Yes","5","3",,,"03/12/2024","04/02/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_21KE_04072025145259_2031954"
"4009047","Lenovo Group Limited","Lenovo","ThinkPad X1 Carbon Gen 12","21KC","ThinkPad X1 Carbon Gen 12 5G; ThinkPad X1 Carbon Gen 12 CAT4,21KD",,"Notebook",,"No","No",,,"Linux, Windows 11 Pro","Intel","Core Ultra 7 165U","12","1","1.7","1.7","64",,,,,,,,,"No","1","1","5.18","88",,"14.03",,,,,,,"65",,"No","SDD","55.8","Sleep Mode",,"0.2","0.6","0.6","8.7","10.2","8","17","19.2","24.8","No","Yes","5","3",,,"03/12/2024","04/02/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_21KC_04072025144714_5007857"
"4009046","HP Inc.","HP","HP ZBook Power 16 inch G11 (ENERGY STAR)","HSN-Q40C","HP ZBook Power 16 inch G11 (ENERGY STAR); HP ZBook Power 16 inch G11 Mobile Workstation PC (ENERGY STAR); HP ZBook X G1i 16 (ENERGY STAR); HP ZBook X G1i 16 inch Mobile Workstation PC (ENERGY STAR); HP Z NBX G1i 16 (ENERGY STAR); HP Z NBX G1i 16 inch Notebook PC (ENERGY STAR)","198828980052;198828980076;198828980106;198828980113;198828980120;198828980151;198828980168;198828980199;198828980205;198828980243;198828980250;198828980267;198828980274;198828980298;198828980335;198828980373;198828980380;198828980397;198828980434;198828980458;198828980502;198828980533;198828980571;198828980588;198828980601;198828980632;198828980663;198828980670;198828980724;198828980731;198828980755;198828980786;198828980847;198828980854;198828980878","Notebook",,"No","Yes",,,"Windows 11","Intel","Core Ultra 9","16","1","2.3","5.1","64",,,,,,"0","1","0","Yes","2","1","4.1","115.1","No","16",,,,,,,"150",,"Yes","SDD","83","Connected Sleep","No","0.3","2.6","2.6","6.6","7.2","8","21.7","27.7","29.5","Yes","No","5","5","Shipped Enabled Under All Conditions","Yes","05/03/2024","04/01/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_1024439_HSN-Q40C_04072025143222_1854840"
"4009031","Acer Incorporated","Acer","D21W1","Veriton Vero N4720GT","Veriton Vero N4720G; Veriton Vero N6720G; Veriton Vero N6720GT","195133258739;195133269490;195133269506;195133287098;195133287104","Desktop",,,"No",,"2","Windows 11","Intel","Core i5","14","1","2.6","5","32","Yes","No",,"160","128","1","1",,"Yes","3",,,,,,,,,,,,"135",,"No","SSD, HDD",,"Sleep Mode","No","0.3","1.1","20.8","23.7",,"41","48.1","85.2","89.1","Yes","No","15","10","Shipped Enabled Under All Conditions","Yes","06/26/2023","04/07/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_20101_Veriton Vero N4720GT_040120251352105_1414315"
